sessionId,num_traces,has_error,avg_latency,error_count,error_rate,severity
000270c0-11a1-4042-8e33-07e511fee5d2,1,False,1.7829999923706057,0.0,0.0,Sin error
001a4fea-ca0a-4ef6-9c44-7ae0b23e2645,1,False,19.835999965667725,0.0,0.0,Sin error
001b1a4a-0575-4030-b104-ec896fe85b1a,1,False,18.06599998474121,0.0,0.0,Sin error
0045da82-ff43-4a3f-a137-9299ce92823e,1,False,21.73899984359741,0.0,0.0,Sin error
0059ab8b-8105-4f8e-9676-4061f3c7810e,1,False,20.990000009536743,0.0,0.0,Sin error
005be185-eeab-4dbe-a1eb-3a9dbb4882ec,1,False,3.711999893188477,0.0,0.0,Sin error
005c1cb7-b7c1-4ba5-9318-f4aea20c67c8,1,False,16.534000158309937,0.0,0.0,Sin error
008114c9-0ea4-45d5-8818-5103b206afcd,1,False,15.466000080108644,0.0,0.0,Sin error
008ef6bd-6d01-439b-955d-fe29652a73e9,1,False,13.729999780654907,0.0,0.0,Sin error
0091e8f8-0669-40c4-ac39-958291c278b4,1,False,22.592000007629395,0.0,0.0,Sin error
00a1143d-32ed-4b4e-8e34-5b4fe8b521df,1,False,2.2660000324249268,0.0,0.0,Sin error
00af018c-77c1-4432-b505-18fc9b36b733,1,False,1.692000150680542,0.0,0.0,Sin error
00c47911-a197-4c9c-8faa-e91b49e30136,1,False,6.766000032424927,0.0,0.0,Sin error
00c67301-2b4b-4d23-a59e-61c23e32d3ae,1,False,3.107999801635742,0.0,0.0,Sin error
00cbf707-85e8-4e12-bccd-a4ab6824d756,2,False,5.01450002193451,0.0,0.0,Sin error
00d7646b-d54e-45ff-a642-43a61ec6d630,1,False,2.3559999465942383,0.0,0.0,Sin error
00ddee5f-1606-4c6f-b76e-217c110284ce,1,False,2.323000192642212,0.0,0.0,Sin error
00e45c2c-bffe-499c-ab15-a2dcdc81fc89,1,False,1.9709999561309808,0.0,0.0,Sin error
00ee943b-8b51-4f59-a9a8-0f1bb805d893,1,False,16.134000062942505,0.0,0.0,Sin error
00f53f97-c831-4bd2-96ce-b6f2109544ce,1,False,15.40499997138977,0.0,0.0,Sin error
00fb7f44-042c-4a24-87d6-a8a9486dce9b,1,False,9.455000162124634,0.0,0.0,Sin error
010064e8-4cf5-449d-a90a-d9250e7af5ea,1,False,2.8940000534057617,0.0,0.0,Sin error
010652f3-fd8c-4fb3-9216-532251c71fe4_validity_workflow,1,False,2.2780001163482666,0.0,0.0,Sin error
01080a75-ede8-4c8c-914c-96b1dd05770f,2,False,4.73199999332428,0.0,0.0,Sin error
011ecccb-eb6d-49a0-a895-607a7e39756c,1,False,15.351999998092651,0.0,0.0,Sin error
01332eb7-6ca1-43a0-976e-c1020338078c,2,False,8.67549991607666,0.0,0.0,Sin error
013ec429-806f-4e19-bc43-5d844fccbf36,1,False,28.436000108718872,0.0,0.0,Sin error
014452b4-fb3b-44d4-9e09-fc6a4770c727,1,False,3.364000082015991,0.0,0.0,Sin error
01534304-af68-4384-9e55-62664df1df2e,1,False,2.24399995803833,0.0,0.0,Sin error
016b286f-adf4-4746-bc8a-2833f7359719,1,False,11.186999797821043,0.0,0.0,Sin error
016f485f-8b40-413f-af3d-66a9473e3bba,2,False,4.695000052452088,0.0,0.0,Sin error
01803b89-76fc-460d-8fce-ceaac96cd7fc,1,False,1.8999998569488523,0.0,0.0,Sin error
01917fa1-6d89-4b1b-b653-f128bf49807f,2,False,8.240000009536743,0.0,0.0,Sin error
0198484b-0b0b-4274-831f-8b79022977a4,1,False,20.97499990463257,0.0,0.0,Sin error
01a09f89-b136-4492-95a1-2c5d0d3bc44a,2,False,6.724500060081482,0.0,0.0,Sin error
01bd8247-b2f5-49d3-815e-3da96ed6df9a,1,False,2.0119998455047607,0.0,0.0,Sin error
01c9676d-e4bc-4903-a1dc-4289fd24043d,1,False,2.759999990463257,0.0,0.0,Sin error
01df84df-f129-49fc-ac66-8c85f4e3ef67,1,False,2.233999967575073,0.0,0.0,Sin error
01e4a3a6-b971-4262-9542-09e4d0b18164,1,False,2.327999830245972,0.0,0.0,Sin error
01e5a943-4a05-484f-bbd8-5fc369438982,1,False,12.59500002861023,0.0,0.0,Sin error
01e79d97-021c-4811-85b7-e201cd81eabf,1,False,14.67300009727478,0.0,0.0,Sin error
01ed73fd-6682-4b3d-92f6-fe7ff6e4a65f,2,False,4.544999957084656,0.0,0.0,Sin error
01f32882-e646-4ed9-b8fb-ef922a83f2c3,1,False,1.825000047683716,0.0,0.0,Sin error
02018c21-c5fb-48d1-8ee6-ac548b090531,2,False,4.177999973297119,0.0,0.0,Sin error
0212e249-f3be-4f6d-9bd8-e6332a7997fb,1,False,13.089999914169312,0.0,0.0,Sin error
0237b210-faa4-473f-9f9b-2d9c3f2b51d0,1,False,18.782999992370605,0.0,0.0,Sin error
024201d4-fb50-43b6-950f-6e26cb2f0dfa,1,False,2.947000026702881,0.0,0.0,Sin error
0242780e-3e51-4eaf-85fb-7f8df7115ba0,1,False,19.937000036239624,0.0,0.0,Sin error
0262b43a-fcef-4dc7-bdc7-5a83a37e7b8e,1,False,3.2860000133514404,0.0,0.0,Sin error
02690130-e1d8-4f7f-b06c-f628ab0f3299,1,False,3.6069998741149902,0.0,0.0,Sin error
0269bb83-fc39-4e5a-99e4-324a3331f4c0,1,False,14.032000064849854,0.0,0.0,Sin error
026fa5e5-152f-4045-a877-a5cfeaf69019,1,False,10.813000202178957,0.0,0.0,Sin error
02755868-f27f-4706-b398-3b2dda789ee8,1,False,10.387999773025513,0.0,0.0,Sin error
0283f777-4097-4bd3-9115-cbae0c4823f8,1,False,9.518999814987184,0.0,0.0,Sin error
0296e65d-eb75-46fe-85f8-96d935ca271b,1,False,3.245000123977661,0.0,0.0,Sin error
02b1a60d-e83f-49be-a20a-2c22058b8e55,1,False,2.447999954223633,0.0,0.0,Sin error
02d821c8-a230-4d13-897e-bbdca6e2c454,1,False,1.8569998741149905,0.0,0.0,Sin error
02dc29a5-6ea8-492d-a927-404f943a4633,1,False,20.442000150680546,0.0,0.0,Sin error
02ea311b-519f-4d1b-8c74-06a3afcb641c,1,False,1.692000150680542,0.0,0.0,Sin error
02ef0e54-5daf-454e-934c-0d9c67a3b286,1,False,2.0839998722076416,0.0,0.0,Sin error
02f0a823-dd9f-462e-9728-95387b2caa1a,2,False,9.760999917984009,0.0,0.0,Sin error
02f32be4-448f-4936-a9c8-5e7887eff037,2,False,4.166000008583069,0.0,0.0,Sin error
02fc6f23-92b7-4f7f-b830-86f2ef7aa1ce,1,False,2.0439999103546143,0.0,0.0,Sin error
030eb929-1e27-44c6-bfaa-2f7b2f6b377a,1,False,18.55599999427796,0.0,0.0,Sin error
03177e2f-f413-42a8-a1a1-3036ee1b9b40,1,False,2.8289999961853027,0.0,0.0,Sin error
03292671-46c9-4621-925d-745a20353bce,1,False,2.3320000171661377,0.0,0.0,Sin error
032bd524-2e78-4194-a32c-d9397af7ad23,1,False,21.28099989891052,0.0,0.0,Sin error
032df724-b3c3-4fcb-ad39-496b4abe927f,1,False,1.5239999294281006,0.0,0.0,Sin error
034024ef-38a7-4f04-b069-012a6ffa681a,1,False,15.86899995803833,0.0,0.0,Sin error
03453dc0-5895-42f2-baff-0435981e3448,1,False,2.5829999446868896,0.0,0.0,Sin error
034683d1-5fa6-477b-a29a-d2f4eee4c672,1,False,9.336999893188477,0.0,0.0,Sin error
03491390-15ce-4267-ba8d-29133ccbfbc9,1,False,19.082000017166138,0.0,0.0,Sin error
034f2eea-759b-4edb-b142-40c3dc73a436,1,False,2.7799999713897705,0.0,0.0,Sin error
034fb3de-1f64-440d-b301-ffdbfc134db4,1,False,2.73799991607666,0.0,0.0,Sin error
0360c89d-7a58-4962-9ab2-fb217895333c,1,False,18.23900008201599,0.0,0.0,Sin error
03769780-a904-4112-892f-f4b8b0d0030e,1,False,8.871000051498413,0.0,0.0,Sin error
03833ad9-31bf-4e7d-acec-b29a96ef2c11,1,False,3.4130001068115234,0.0,0.0,Sin error
038f0195-f541-434c-9e50-7d8ae3b62bd4,1,False,3.4029998779296875,0.0,0.0,Sin error
0393e856-5f8b-4450-bfa4-b5d6d35ebbfa,1,False,17.503000020980835,0.0,0.0,Sin error
039a33e5-5139-456b-83ea-63c7dffaf771,2,False,4.0010000467300415,0.0,0.0,Sin error
03a50605-5f5f-43aa-bfa8-5c19888f2605,1,False,11.567999839782717,0.0,0.0,Sin error
